,Table cloth,27,Johan cap,calibration board,Nils bike helmet,Johan laptop,Nils cup,Johan jacket,box !!!,2nd backpack,couch,TV
0,0.10143307804739568,0.09043628669017904,0.14183179019570896,0.3572965378205344,0.09263483450487973,0.2967853912800322,0.05765100857489861,0.23566817624997322,0.1413779545656422,0.21515940032596065,0.12743800240794828,0.04573495052828179
1,0.10518872040022653,0.0918299111429842,0.12343155368097862,0.3512426848102616,0.0738707276922326,0.30059647752605956,0.057854303220796,0.2492837728974973,0.12408942611663595,0.2229572332698194,0.13598534542210572,0.04072249684347731
2,0.1086629468850002,0.07988270491114871,0.12467468559097383,0.3682585469908061,0.07199262609128776,0.30397215783092396,0.05907934841421628,0.22852362799026532,0.13563365031151944,0.22409081829810146,0.13585880782169438,0.047168324896420206
3,0.10911524332551419,0.08151375297141063,0.11571034213792035,0.3513821035963164,0.0838360417212259,0.303627801272686,0.056162155849998605,0.25531084026415796,0.12908131679422996,0.23100515039797104,0.1276478477170199,0.035764094931946475
4,0.11147932323864003,0.08251724667578095,0.12229279893018856,0.3519196542514029,0.0696016425582938,0.30572156983522697,0.054208463839289754,0.24698933313352542,0.14244417043582175,0.21505413864939352,0.13941926420789302,0.041589667243242215
5,0.11704032292123874,0.08450870460861262,0.12810152964338298,0.3559727337798093,0.08687899927892188,0.30661207666388585,0.055874297646973305,0.21977748044032555,0.1369485066692319,0.2129109083517044,0.1307229842537624,0.03668495822227179
6,0.12027148207276714,0.0837267534095559,0.11700729126231195,0.355111828464994,0.07755506870713305,0.30815748852212993,0.06206933896608256,0.22973596802702959,0.1358988256593689,0.20048072554373264,0.1362572503669341,0.038190757729612904
7,0.10493024552646099,0.08290432797424246,0.12246452116224393,0.3465816270918538,0.0850187465770677,0.30722602210894945,0.057465422224024676,0.22569622087474336,0.14482820926036194,0.2210049786901223,0.1294368785910416,0.04065216430957501
8,0.09950386669990037,0.07883600314324672,0.1219915941335566,0.33211063312530986,0.07479871410776753,0.29250649567611686,0.057281240809247444,0.22847912761047598,0.14014542349903408,0.23577818050930738,0.12477792540248371,0.04066024729667327
9,0.1054214900281935,0.07770731149374926,0.13290375095085336,0.357314412873181,0.07160292836717998,0.30010877904112554,0.059235826074926876,0.23013342093225386,0.14146221862167027,0.19096597615008634,0.12139139860621166,0.03298820547222821
10,0.10446878907937865,0.07691825557655152,0.12336528432817702,0.37517743207545984,0.08638077947895832,0.30518466993448107,0.05711069700292383,0.22417707974807102,0.13513390159481403,0.21456973492457462,0.123318357555843,0.03379811946857458
11,0.10579109584512263,0.0791000375621499,0.12638246746146814,0.3535823790439365,0.09322828660164943,0.33134678048692245,0.05088811662778488,0.24130113353797436,0.13002182962707212,0.23258813947655926,0.12803322609384005,0.03763994154143312
12,0.10038186164149912,0.08570130350219722,0.13820469174405084,0.35011236940074847,0.09446849906008592,0.2865350964022294,0.05262090334346094,0.22225436742202773,0.13498672325902766,0.22079519838891595,0.1288805760262303,0.034325747140589585
13,0.09981756434987443,0.07433363276365743,0.11402569303840719,0.3632275348948882,0.09172619649032579,0.3057299776250299,0.060644711259420316,0.23493190539957562,0.1220658950992157,0.21844225264983735,0.12016759874062373,0.03734897129031686
14,0.10781447170270957,0.07813734211266124,0.12726861982572946,0.346095596541613,0.06743248952290398,0.28510099601737954,0.047554076345338404,0.23406077149813295,0.1362329343415811,0.2346872453967729,0.12679447777065672,0.03771677387942672
15,0.1015615249862872,0.0683259344525309,0.11407454184353896,0.34116941999589334,0.07464118767022566,0.27961180265547136,0.04908689399108754,0.22976331525300067,0.12599822255648316,0.2101955432026783,0.12412946406441219,0.030739113374894867
16,0.10180244723134262,0.0743215757695656,0.11468757169380095,0.3494679515513961,0.0722523470425278,0.29247855860320826,0.0480206620706194,0.23590937268132964,0.1417834453540626,0.20529655339907035,0.12166356993334211,0.03977871917797098
17,0.10619194708266413,0.08036641865990528,0.11604725735488805,0.3504867312266177,0.08664267476520418,0.30183716792879106,0.05448621500867486,0.22913636313544772,0.1287949351385818,0.20117888439973136,0.11589574048165188,0.03659938028693774
18,0.11254858677593602,0.07954190857697163,0.12679172967361588,0.3686505243470926,0.07634806597392117,0.3034429671643416,0.05840299448133653,0.2239947328659982,0.13581532448954997,0.2040241680383009,0.1201976038077787,0.04656842508734767
19,0.1122240288650129,0.08711748465416126,0.12075509166669311,0.35274241250485044,0.07114928421797402,0.3193329320944146,0.05357353473313353,0.22975633612077973,0.1391318147813299,0.20963542095951498,0.13465353478178319,0.04318888122764909
20,0.10931944588520333,0.08879796554335308,0.1335522352925564,0.3549825228439555,0.09455247462577591,0.2970359893952022,0.058552993889353255,0.23485201528660854,0.12519708832756876,0.208896147516089,0.14435804159719365,0.04210790791980142
21,0.11252654213406235,0.08334394419874205,0.1325792422175643,0.3542070166627853,0.08386859148965406,0.29393410246899,0.0548638256120087,0.24030422153552303,0.13569864165451792,0.22556135089015528,0.13937236506088874,0.04037901081766493
22,0.10325943816469799,0.07865211479380209,0.1267696854837006,0.34933647728354733,0.07502814991792695,0.30153649890480727,0.05473873928292479,0.23102924675028338,0.1321238828457886,0.22967985091464066,0.1276656772774153,0.03659191753760902
23,0.10340256026790244,0.07541269023826538,0.12286444667619945,0.3571229438933513,0.08846918763060072,0.2909681004821091,0.05153488844489244,0.2283370361503867,0.1379163918708292,0.2056371699168836,0.13173369703355503,0.04003207651757994
